time,US-AL,US-AK,US-AZ,US-AR,US-CA,US-CO,US-CT,US-DE,US-DC,US-FL,US-GA,US-HI,US-ID,US-IL,US-IN,US-IA,US-KS,US-KY,US-LA,US-ME,US-MD,US-MA,US-MI,US-MN,US-MS,US-MO,US-MT,US-NE,US-NV,US-NH,US-NJ,US-NM,US-NY,US-NC,US-ND,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VT,US-VA,US-WA,US-WV,US-WI,US-WY
2020-07-12,41,55,37,45,29,38,53,50,25,46,37,21,38,36,39,56,38,52,30,86,34,59,44,58,40,43,37,43,34,77,49,45,55,42,55,41,32,27,41,63,40,45,41,39,30,62,40,26,41,50,38
2020-07-19,44,71,45,48,24,39,57,70,40,51,43,46,46,36,50,47,41,57,37,76,53,58,48,50,47,49,44,48,36,66,66,47,62,50,49,50,25,30,54,58,50,52,54,60,34,49,62,29,51,43,46
2020-07-26,50,66,35,66,27,35,57,62,35,66,47,60,51,38,50,49,53,70,37,77,46,55,50,38,52,61,42,54,32,57,60,44,57,50,33,51,40,38,47,63,57,47,60,60,38,62,57,34,49,43,43
2020-08-02,29,64,30,43,25,34,77,100,45,56,42,20,43,32,37,38,31,42,20,79,69,66,45,40,27,39,43,37,26,80,89,36,77,67,38,42,24,31,63,71,71,36,35,34,32,69,81,29,45,40,36
2020-08-09,45,62,31,53,36,26,47,73,40,43,49,19,38,40,46,60,38,51,27,56,52,47,48,64,46,50,35,43,28,49,61,36,54,50,54,42,26,29,47,52,56,41,51,33,27,47,63,26,43,48,25
2020-08-16,44,59,45,35,53,28,48,52,35,55,47,18,49,22,31,33,25,49,32,69,42,49,36,34,45,26,40,34,37,53,52,36,54,47,36,38,21,37,39,55,53,34,45,46,34,55,52,35,39,30,33
2020-08-23,68,61,39,90,35,33,74,63,33,50,53,21,44,33,44,40,29,54,97,74,48,65,56,43,97,40,43,33,32,75,70,38,71,46,40,53,30,24,57,74,51,50,63,73,35,75,56,20,53,48,40
2020-08-30,37,72,37,78,33,34,44,52,35,40,33,17,45,31,37,40,32,49,24,54,47,45,44,34,45,45,36,37,28,43,50,33,51,38,31,37,40,27,42,48,38,40,51,64,35,44,48,24,45,36,42
2020-09-06,32,67,40,42,49,66,44,51,32,54,36,16,54,44,45,67,48,36,27,51,40,46,51,47,39,48,43,55,46,46,49,62,50,47,35,49,35,42,39,50,50,51,35,64,60,44,49,30,31,51,77
2020-09-13,72,52,25,38,27,27,40,49,29,55,60,16,49,26,33,29,24,37,48,52,36,41,35,29,70,31,44,32,30,42,43,31,44,54,29,37,20,42,37,45,66,27,42,47,39,48,49,31,39,29,40
2020-09-20,42,58,25,45,24,26,38,45,26,44,44,20,47,25,29,31,24,33,40,46,36,38,31,34,52,29,40,30,26,42,41,23,41,46,26,31,25,30,37,45,50,34,42,58,36,36,45,29,34,32,34
2020-09-27,38,55,23,42,31,32,48,47,32,47,42,17,35,30,39,40,35,41,24,60,40,45,45,32,36,40,31,38,26,51,50,31,54,42,31,43,27,22,41,53,49,33,40,36,30,54,46,21,38,37,36
